Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Payment Method,Review Rating
4103,Raincoat,182.0,3/31/2023,Cash,2 to 3
3982,Handbag,55.0,4/1/2023,Cash,4 to 5
4082,Loafers,,1/23/2023,Credit Card,1 to 2
3982,Swimsuit,,9/24/2023,Cash,2 to 3
4009,Leggings,,5/7/2023,Cash,1 to 2
4043,Hoodie,,2/9/2023,Cash,4 to 5
4084,Romper,100.0,6/15/2023,Credit Card,1 to 2
4085,Sun Hat,111.0,11/11/2022,Credit Card,1 to 2
4043,Sandals,,9/25/2023,Credit Card,4 to 5
3999,Camisole,127.0,7/1/2023,Credit Card,0 to 1
4114,Blouse,188.0,5/15/2023,Credit Card,No Rating
4033,Tie,185.0,4/8/2023,Cash,4 to 5
4050,Flip-Flops,30.0,2/21/2023,Cash,1 to 2
4068,Cardigan,176.0,9/14/2023,Credit Card,4 to 5
4008,Leggings,33.0,10/10/2022,Cash,4 to 5
4084,Sweater,106.0,2/3/2023,Credit Card,1 to 2
4119,Handbag,24.0,4/24/2023,Cash,3 to 4
3976,T-shirt,189.0,9/26/2023,Credit Card,3 to 4
4094,Raincoat,,2/18/2023,Credit Card,No Rating
4011,Gloves,121.0,6/20/2023,Credit Card,No Rating
4030,Camisole,94.0,7/8/2023,Credit Card,0 to 1
4024,Sneakers,34.0,12/16/2022,Credit Card,1 to 2
3969,Hat,20.0,12/1/2022,Cash,No Rating
4033,Sandals,187.0,3/31/2023,Credit Card,No Rating
4103,Jeans,131.0,7/20/2023,Credit Card,3 to 4
4059,Polo Shirt,29.0,5/21/2023,Credit Card,1 to 2
4014,Wallet,81.0,6/14/2023,Credit Card,3 to 4
4116,Jumpsuit,154.0,2/6/2023,Cash,2 to 3
3980,Jumpsuit,55.0,6/24/2023,Credit Card,4 to 5
4105,Slippers,90.0,4/9/2023,Cash,No Rating
3981,Skirt,,2/20/2023,Cash,0 to 1
4108,Camisole,46.0,10/1/2023,Cash,1 to 2
4043,Poncho,192.0,4/24/2023,Cash,3 to 4
4026,Tank Top,29.0,4/30/2023,Credit Card,3 to 4
3974,Pajamas,154.0,12/18/2022,Cash,1 to 2
4102,Backpack,109.0,1/11/2023,Cash,2 to 3
4092,Sandals,148.0,12/6/2022,Cash,1 to 2
4078,Handbag,199.0,1/28/2023,Cash,3 to 4
4066,Handbag,,5/9/2023,Cash,2 to 3
4010,Loafers,195.0,10/21/2022,Credit Card,2 to 3
4045,Sun Hat,,4/15/2023,Credit Card,3 to 4
3976,Scarf,98.0,4/26/2023,Credit Card,3 to 4
4034,Bowtie,,5/27/2023,Credit Card,1 to 2
4086,Gloves,29.0,8/7/2023,Credit Card,1 to 2
4033,Leggings,167.0,8/17/2023,Credit Card,No Rating
4067,Sneakers,111.0,6/29/2023,Cash,3 to 4
4095,Scarf,93.0,4/28/2023,Cash,4 to 5
4037,Slippers,,2/24/2023,Cash,No Rating
4008,Handbag,125.0,7/28/2023,Cash,3 to 4
4063,Tunic,101.0,11/8/2022,Cash,No Rating
4059,Vest,106.0,12/7/2022,Credit Card,1 to 2
4021,Pants,184.0,4/10/2023,Credit Card,4 to 5
4116,Bowtie,107.0,7/26/2023,Credit Card,3 to 4
4088,Gloves,,3/9/2023,Credit Card,1 to 2
4073,Camisole,73.0,7/19/2023,Credit Card,4 to 5
4097,Camisole,31.0,6/7/2023,Credit Card,3 to 4
4003,Belt,107.0,9/8/2023,Cash,2 to 3
3961,Swimsuit,172.0,12/30/2022,Credit Card,2 to 3
4117,Pants,,12/10/2022,Credit Card,1 to 2
4089,Onesie,102.0,10/27/2022,Credit Card,1 to 2
4004,Hoodie,,2/10/2023,Credit Card,2 to 3
4104,Kimono,,1/5/2023,Cash,4 to 5
4084,Hat,102.0,8/7/2023,Cash,4 to 5
4011,Overalls,36.0,6/27/2023,Cash,4 to 5
4076,Hat,,4/18/2023,Cash,1 to 2
4025,Hat,,1/4/2023,Cash,2 to 3
4120,Socks,152.0,12/25/2022,Credit Card,No Rating
4093,Sunglasses,36.0,4/30/2023,Cash,2 to 3
4114,Kimono,,7/17/2023,Cash,3 to 4
4068,Camisole,33.0,8/15/2023,Cash,1 to 2
4101,Hat,93.0,12/6/2022,Credit Card,3 to 4
4117,Backpack,13.0,10/7/2022,Cash,3 to 4
3972,Cardigan,109.0,4/16/2023,Credit Card,1 to 2
4090,Jeans,195.0,5/3/2023,Credit Card,1 to 2
4008,Blazer,72.0,4/23/2023,Credit Card,1 to 2
4050,Coat,53.0,11/8/2022,Cash,2 to 3
4075,Hat,53.0,5/22/2023,Cash,3 to 4
3994,Vest,,7/20/2023,Cash,2 to 3
4018,Umbrella,136.0,7/27/2023,Credit Card,2 to 3
3995,Loafers,,4/28/2023,Cash,1 to 2
4033,Socks,,12/31/2022,Cash,1 to 2
4068,Jacket,86.0,1/6/2023,Cash,1 to 2
4062,Pants,29.0,3/27/2023,Cash,2 to 3
4038,Jacket,73.0,4/13/2023,Credit Card,1 to 2
3973,Belt,136.0,8/10/2023,Credit Card,4 to 5
4119,Boots,60.0,7/31/2023,Credit Card,1 to 2
4009,Overalls,44.0,8/5/2023,Credit Card,1 to 2
4062,Backpack,111.0,9/3/2023,Cash,3 to 4
4025,Vest,168.0,12/20/2022,Credit Card,1 to 2
4030,Skirt,94.0,7/30/2023,Credit Card,2 to 3
4122,Camisole,120.0,8/6/2023,Cash,4 to 5
3998,Flannel Shirt,176.0,7/9/2023,Credit Card,2 to 3
4022,Blouse,44.0,2/5/2023,Credit Card,1 to 2
4110,Camisole,164.0,1/20/2023,Cash,2 to 3
4017,Tunic,61.0,3/15/2023,Credit Card,2 to 3
4060,T-shirt,55.0,7/12/2023,Credit Card,4 to 5
4018,Loafers,91.0,6/3/2023,Credit Card,4 to 5
3986,Skirt,187.0,4/24/2023,Credit Card,4 to 5
3995,Pajamas,157.0,7/13/2023,Credit Card,3 to 4
4006,Pajamas,93.0,6/22/2023,Cash,1 to 2
3964,Jeans,110.0,5/27/2023,Cash,2 to 3
4019,Shorts,154.0,9/30/2023,Cash,4 to 5
4036,T-shirt,,6/12/2023,Credit Card,3 to 4
4075,Tunic,56.0,5/20/2023,Cash,4 to 5
4081,Backpack,150.0,8/10/2023,Cash,2 to 3
4100,Dress,,1/5/2023,Credit Card,No Rating
4068,Blouse,191.0,4/10/2023,Credit Card,1 to 2
4065,Boots,84.0,5/12/2023,Credit Card,3 to 4
4122,Jumpsuit,27.0,10/8/2022,Cash,No Rating
3966,Hoodie,114.0,3/5/2023,Credit Card,3 to 4
4008,Sneakers,45.0,12/3/2022,Cash,4 to 5
3997,Pants,71.0,2/5/2023,Cash,2 to 3
4026,Handbag,49.0,2/9/2023,Cash,4 to 5
3991,Loafers,106.0,6/27/2023,Credit Card,1 to 2
3964,T-shirt,,12/29/2022,Credit Card,1 to 2
4023,T-shirt,132.0,10/27/2022,Cash,3 to 4
4028,Skirt,146.0,6/26/2023,Credit Card,4 to 5
4097,Polo Shirt,187.0,2/7/2023,Cash,1 to 2
4002,Poncho,19.0,8/9/2023,Cash,2 to 3
4121,Trousers,102.0,2/5/2023,Credit Card,3 to 4
3967,Romper,147.0,11/19/2022,Credit Card,4 to 5
4081,Hoodie,31.0,3/18/2023,Credit Card,4 to 5
3962,Socks,,1/12/2023,Cash,1 to 2
3971,Blouse,180.0,8/6/2023,Cash,3 to 4
3978,Onesie,175.0,6/29/2023,Cash,4 to 5
4037,Tunic,154.0,1/7/2023,Credit Card,4 to 5
4111,Sunglasses,183.0,8/4/2023,Cash,4 to 5
4033,Bowtie,94.0,11/14/2022,Cash,No Rating
3973,Coat,120.0,12/20/2022,Credit Card,1 to 2
4061,Blazer,,12/5/2022,Credit Card,No Rating
4050,Trousers,,4/26/2023,Cash,3 to 4
3980,Onesie,142.0,10/7/2022,Credit Card,No Rating
4058,Pants,186.0,10/17/2022,Cash,4 to 5
3992,Boots,124.0,10/4/2022,Credit Card,3 to 4
4017,Sweater,128.0,11/5/2022,Credit Card,3 to 4
3985,Polo Shirt,160.0,2/27/2023,Credit Card,1 to 2
4103,Tank Top,48.0,3/3/2023,Cash,2 to 3
4085,Sneakers,16.0,10/27/2022,Credit Card,2 to 3
3987,Handbag,85.0,9/1/2023,Credit Card,1 to 2
4090,Polo Shirt,31.0,9/4/2023,Credit Card,1 to 2
4105,Shorts,,9/24/2023,Cash,3 to 4
4091,Jeans,46.0,5/28/2023,Cash,2 to 3
4021,Dress,97.0,4/24/2023,Cash,3 to 4
4084,Skirt,62.0,12/16/2022,Cash,3 to 4
3980,Polo Shirt,99.0,8/13/2023,Credit Card,2 to 3
4017,Cardigan,122.0,11/5/2022,Cash,1 to 2
4110,Skirt,125.0,3/7/2023,Cash,3 to 4
3988,Trench Coat,86.0,8/31/2023,Credit Card,4 to 5
4037,Tie,,9/5/2023,Credit Card,No Rating
4041,Pants,15.0,1/26/2023,Credit Card,1 to 2
4106,T-shirt,175.0,10/19/2022,Credit Card,No Rating
4056,Gloves,,2/24/2023,Credit Card,No Rating
4017,Jeans,199.0,7/17/2023,Credit Card,3 to 4
4065,Gloves,54.0,11/7/2022,Credit Card,1 to 2
4012,Belt,94.0,1/21/2023,Credit Card,4 to 5
3993,Pajamas,128.0,3/4/2023,Credit Card,2 to 3
3984,Pants,113.0,12/1/2022,Credit Card,2 to 3
4001,Raincoat,57.0,10/10/2022,Cash,3 to 4
4011,Backpack,120.0,1/14/2023,Cash,2 to 3
4027,Cardigan,198.0,6/23/2023,Credit Card,4 to 5
4069,Gloves,60.0,7/23/2023,Credit Card,2 to 3
4061,Umbrella,119.0,6/12/2023,Credit Card,4 to 5
4022,Pajamas,190.0,3/15/2023,Credit Card,1 to 2
4107,Umbrella,81.0,12/18/2022,Credit Card,3 to 4
3971,Romper,26.0,8/23/2023,Credit Card,No Rating
4082,Shorts,147.0,7/7/2023,Credit Card,1 to 2
4093,Kimono,,5/30/2023,Credit Card,No Rating
4052,Coat,127.0,12/8/2022,Cash,1 to 2
3985,Shorts,,10/18/2022,Cash,4 to 5
4038,Gloves,135.0,7/31/2023,Cash,2 to 3
4096,Skirt,173.0,8/11/2023,Cash,3 to 4
4065,Cardigan,109.0,7/5/2023,Credit Card,No Rating
4078,Raincoat,160.0,5/12/2023,Credit Card,2 to 3
4020,Jacket,,8/27/2023,Cash,3 to 4
4028,Flip-Flops,127.0,3/18/2023,Cash,1 to 2
3994,Trousers,182.0,9/10/2023,Cash,1 to 2
4049,Shorts,86.0,4/16/2023,Credit Card,0 to 1
4078,Swimsuit,161.0,3/3/2023,Cash,3 to 4
4051,Hoodie,,12/22/2022,Cash,4 to 5
4035,Dress,,9/8/2023,Credit Card,1 to 2
3962,Loafers,,9/24/2023,Cash,4 to 5
4122,Pants,56.0,12/10/2022,Cash,2 to 3
4112,Hat,46.0,3/2/2023,Cash,2 to 3
3965,Belt,117.0,10/7/2022,Credit Card,1 to 2
3970,Flannel Shirt,157.0,3/19/2023,Credit Card,2 to 3
4018,Trousers,57.0,8/15/2023,Credit Card,1 to 2
4021,Loafers,147.0,9/30/2023,Cash,2 to 3
4098,Hat,175.0,8/30/2023,Cash,No Rating
4055,Umbrella,54.0,12/18/2022,Credit Card,3 to 4
4036,Belt,135.0,10/30/2022,Credit Card,2 to 3
4120,Pants,57.0,6/24/2023,Credit Card,1 to 2
4049,Wallet,125.0,1/3/2023,Credit Card,3 to 4
3988,Umbrella,101.0,1/29/2023,Credit Card,1 to 2
4093,Blazer,134.0,3/23/2023,Cash,3 to 4
4017,Flip-Flops,,1/28/2023,Cash,3 to 4
4070,Cardigan,153.0,10/17/2022,Credit Card,4 to 5
4056,Raincoat,136.0,7/20/2023,Credit Card,1 to 2
3959,Skirt,135.0,6/7/2023,Credit Card,3 to 4
4057,Sneakers,123.0,5/8/2023,Credit Card,1 to 2
4022,Kimono,31.0,5/9/2023,Cash,2 to 3
4034,Wallet,66.0,8/9/2023,Credit Card,1 to 2
3980,Swimsuit,80.0,11/23/2022,Credit Card,2 to 3
4017,Sandals,83.0,8/16/2023,Credit Card,3 to 4
4033,Romper,,2/12/2023,Cash,2 to 3
4010,Jacket,200.0,7/15/2023,Cash,4 to 5
3998,T-shirt,136.0,8/15/2023,Credit Card,3 to 4
4069,Pants,38.0,4/25/2023,Credit Card,3 to 4
4118,Jumpsuit,78.0,12/5/2022,Credit Card,1 to 2
4038,Backpack,103.0,7/20/2023,Cash,0 to 1
4121,Pants,20.0,7/8/2023,Credit Card,No Rating
4061,Leggings,122.0,10/19/2022,Credit Card,No Rating
3965,Pants,118.0,8/30/2023,Credit Card,No Rating
4027,Pajamas,,4/9/2023,Cash,0 to 1
3977,Bowtie,73.0,4/25/2023,Credit Card,3 to 4
4082,Camisole,18.0,7/2/2023,Cash,1 to 2
4077,Onesie,99.0,12/8/2022,Credit Card,3 to 4
4062,Jacket,32.0,10/4/2022,Cash,3 to 4
4042,Shorts,40.0,11/14/2022,Cash,2 to 3
4065,Sunglasses,70.0,6/1/2023,Cash,2 to 3
3982,Belt,198.0,9/4/2023,Cash,No Rating
3998,Camisole,99.0,4/6/2023,Credit Card,1 to 2
4023,Sneakers,166.0,2/4/2023,Cash,4 to 5
4086,Pants,52.0,8/19/2023,Cash,4 to 5
3973,Hoodie,62.0,10/3/2022,Cash,3 to 4
4047,Leggings,25.0,5/19/2023,Cash,4 to 5
4064,Blouse,146.0,8/13/2023,Cash,4 to 5
4111,Hat,147.0,4/29/2023,Credit Card,1 to 2
4097,Jumpsuit,,4/29/2023,Credit Card,2 to 3
4040,Pajamas,84.0,11/22/2022,Cash,3 to 4
4073,Raincoat,78.0,6/28/2023,Credit Card,1 to 2
3964,Leggings,141.0,5/10/2023,Cash,1 to 2
3970,Kimono,183.0,7/21/2023,Cash,1 to 2
4121,Belt,44.0,3/21/2023,Credit Card,2 to 3
4121,Onesie,115.0,6/4/2023,Cash,No Rating
4004,Tank Top,80.0,12/19/2022,Credit Card,2 to 3
4118,Tie,42.0,8/31/2023,Cash,1 to 2
4070,Loafers,43.0,8/26/2023,Credit Card,3 to 4
4121,Handbag,192.0,2/27/2023,Cash,4 to 5
3991,Trousers,73.0,10/5/2022,Credit Card,3 to 4
3957,Blouse,183.0,3/9/2023,Credit Card,2 to 3
4059,Backpack,46.0,2/5/2023,Credit Card,4 to 5
4008,Boots,78.0,3/8/2023,Cash,3 to 4
4117,Pajamas,106.0,6/10/2023,Credit Card,4 to 5
4035,Tie,172.0,2/10/2023,Cash,No Rating
4037,Sun Hat,33.0,12/2/2022,Cash,4 to 5
4104,Kimono,81.0,9/30/2023,Cash,3 to 4
3978,Polo Shirt,104.0,12/24/2022,Cash,3 to 4
3985,Polo Shirt,134.0,3/13/2023,Cash,2 to 3
3997,Kimono,10.0,1/25/2023,Credit Card,No Rating
4020,Polo Shirt,197.0,11/8/2022,Credit Card,4 to 5
4089,Polo Shirt,,9/3/2023,Cash,2 to 3
3990,Gloves,172.0,1/9/2023,Credit Card,3 to 4
4109,Pajamas,101.0,6/5/2023,Credit Card,2 to 3
4062,Hoodie,146.0,9/5/2023,Cash,2 to 3
4038,Slippers,119.0,8/14/2023,Credit Card,2 to 3
4072,Romper,136.0,3/12/2023,Credit Card,4 to 5
4079,Tie,82.0,4/27/2023,Credit Card,3 to 4
3991,Flannel Shirt,157.0,11/20/2022,Credit Card,3 to 4
4023,Sunglasses,,10/8/2022,Credit Card,4 to 5
4001,Jumpsuit,97.0,10/28/2022,Credit Card,No Rating
4108,Tank Top,22.0,6/13/2023,Credit Card,1 to 2
4040,Poncho,,6/9/2023,Credit Card,3 to 4
4029,Gloves,127.0,6/12/2023,Cash,3 to 4
4007,Tank Top,,1/10/2023,Credit Card,4 to 5
3978,Hoodie,50.0,8/26/2023,Credit Card,4 to 5
4063,Boots,10.0,12/27/2022,Cash,1 to 2
4051,Swimsuit,119.0,11/8/2022,Cash,3 to 4
4003,T-shirt,186.0,6/13/2023,Credit Card,4 to 5
4057,Scarf,176.0,3/30/2023,Credit Card,4 to 5
4053,Jeans,80.0,11/2/2022,Cash,4 to 5
4103,Swimsuit,,1/25/2023,Credit Card,4 to 5
4014,Sun Hat,31.0,5/4/2023,Cash,4 to 5
3962,Onesie,176.0,11/15/2022,Cash,3 to 4
3962,Blouse,,7/23/2023,Credit Card,1 to 2
4099,Shorts,88.0,9/6/2023,Credit Card,4 to 5
4122,Sweater,69.0,1/1/2023,Credit Card,3 to 4
4113,Raincoat,33.0,10/25/2022,Cash,2 to 3
4117,Swimsuit,10.0,12/16/2022,Credit Card,4 to 5
4015,Jumpsuit,29.0,9/22/2023,Cash,4 to 5
3979,Blouse,,3/21/2023,Cash,4 to 5
4075,Cardigan,184.0,8/16/2023,Credit Card,2 to 3
4007,Overalls,12.0,7/27/2023,Cash,3 to 4
4024,Pants,40.0,8/3/2023,Credit Card,3 to 4
4000,Sun Hat,118.0,11/7/2022,Cash,4 to 5
3969,Tie,132.0,7/31/2023,Credit Card,1 to 2
4059,Boots,,1/11/2023,Credit Card,No Rating
4115,Scarf,197.0,6/23/2023,Credit Card,2 to 3
4066,Gloves,36.0,6/6/2023,Credit Card,1 to 2
4110,Sweater,86.0,1/9/2023,Cash,No Rating
4023,Poncho,,1/17/2023,Cash,1 to 2
3995,Blouse,44.0,5/25/2023,Cash,4 to 5
3979,Shorts,183.0,10/22/2022,Credit Card,1 to 2
4051,Tank Top,,1/7/2023,Credit Card,1 to 2
4000,Romper,12.0,3/3/2023,Cash,No Rating
4102,Pants,52.0,1/4/2023,Credit Card,1 to 2
3987,Pajamas,194.0,3/1/2023,Credit Card,1 to 2
3960,Camisole,48.0,3/9/2023,Credit Card,4 to 5
4091,Jeans,167.0,2/19/2023,Cash,2 to 3
4068,Tank Top,65.0,5/19/2023,Cash,3 to 4
4073,Belt,,2/25/2023,Credit Card,2 to 3
4083,Swimsuit,,7/10/2023,Credit Card,2 to 3
3987,Sweater,160.0,8/9/2023,Credit Card,2 to 3
4014,Tank Top,99.0,10/2/2022,Cash,1 to 2
4009,Skirt,90.0,2/17/2023,Credit Card,1 to 2
4005,Wallet,73.0,6/11/2023,Cash,1 to 2
4025,Slippers,31.0,5/10/2023,Cash,4 to 5
4030,Jacket,163.0,10/15/2022,Cash,3 to 4
4083,Onesie,165.0,5/17/2023,Cash,No Rating
4054,Loafers,186.0,7/2/2023,Credit Card,3 to 4
3990,Coat,,5/2/2023,Credit Card,4 to 5
4067,Jeans,87.0,12/6/2022,Credit Card,1 to 2
4009,Pants,165.0,1/25/2023,Credit Card,No Rating
4110,Swimsuit,110.0,3/12/2023,Credit Card,4 to 5
4012,Pants,23.0,11/4/2022,Cash,3 to 4
4029,Hoodie,71.0,10/4/2022,Cash,No Rating
4005,Boots,38.0,9/21/2023,Cash,3 to 4
4064,Jacket,173.0,5/30/2023,Cash,2 to 3
4003,T-shirt,145.0,5/1/2023,Credit Card,1 to 2
4061,Sunglasses,13.0,3/15/2023,Cash,1 to 2
3994,Tie,91.0,11/10/2022,Cash,4 to 5
3964,Pants,,8/9/2023,Cash,1 to 2
4031,Tunic,155.0,11/7/2022,Credit Card,0 to 1
4024,Hat,149.0,5/31/2023,Cash,4 to 5
4017,Onesie,130.0,8/20/2023,Cash,4 to 5
4115,Poncho,28.0,10/19/2022,Credit Card,2 to 3
4072,Blouse,,9/19/2023,Credit Card,3 to 4
4020,Poncho,,7/14/2023,Credit Card,4 to 5
4051,Flannel Shirt,20.0,4/2/2023,Cash,1 to 2
4106,Tank Top,111.0,11/16/2022,Cash,3 to 4
4122,Blazer,170.0,6/6/2023,Cash,4 to 5
4074,Onesie,116.0,9/22/2023,Credit Card,1 to 2
3978,Tie,112.0,2/1/2023,Cash,2 to 3
3959,Camisole,,9/3/2023,Credit Card,1 to 2
4077,Trousers,167.0,12/26/2022,Cash,1 to 2
3991,Bowtie,,7/4/2023,Cash,0 to 1
4039,Backpack,,8/1/2023,Cash,4 to 5
4058,Tank Top,,3/28/2023,Credit Card,4 to 5
4011,T-shirt,49.0,11/11/2022,Cash,No Rating
4055,Cardigan,110.0,2/16/2023,Cash,2 to 3
4065,Shorts,176.0,3/31/2023,Credit Card,4 to 5
4109,Pants,26.0,4/16/2023,Credit Card,2 to 3
4022,Sweater,121.0,1/8/2023,Cash,4 to 5
3975,Backpack,71.0,2/9/2023,Cash,1 to 2
3981,Dress,,10/20/2022,Credit Card,4 to 5
4099,Loafers,,8/7/2023,Cash,2 to 3
3972,Tunic,126.0,11/8/2022,Credit Card,3 to 4
3970,Hat,24.0,7/14/2023,Cash,No Rating
4042,Trench Coat,199.0,4/1/2023,Cash,3 to 4
4017,Coat,54.0,6/19/2023,Cash,1 to 2
4077,T-shirt,,10/2/2022,Cash,2 to 3
4047,Vest,189.0,3/27/2023,Credit Card,2 to 3
4112,Belt,,3/28/2023,Credit Card,No Rating
4110,Umbrella,98.0,7/7/2023,Cash,4 to 5
3968,Overalls,194.0,11/11/2022,Credit Card,2 to 3
3958,Sun Hat,105.0,11/19/2022,Credit Card,4 to 5
4021,Romper,,3/15/2023,Cash,1 to 2
4086,Sandals,78.0,5/21/2023,Credit Card,3 to 4
4115,Sunglasses,40.0,2/12/2023,Cash,2 to 3
4054,Trench Coat,17.0,2/17/2023,Cash,2 to 3
4034,Blazer,119.0,8/15/2023,Credit Card,1 to 2
4058,Romper,26.0,4/20/2023,Credit Card,1 to 2
4051,Gloves,157.0,9/9/2023,Credit Card,3 to 4
3990,Belt,137.0,4/7/2023,Credit Card,1 to 2
4100,Coat,102.0,2/6/2023,Cash,3 to 4
3967,Sneakers,,8/6/2023,Credit Card,No Rating
4105,Hoodie,52.0,9/8/2023,Credit Card,No Rating
4002,Flannel Shirt,75.0,11/30/2022,Cash,1 to 2
4023,Pajamas,156.0,4/23/2023,Credit Card,3 to 4
4000,Blouse,39.0,10/26/2022,Credit Card,No Rating
4085,Poncho,140.0,8/29/2023,Cash,1 to 2
4083,Scarf,,6/10/2023,Cash,4 to 5
4043,Vest,13.0,6/1/2023,Credit Card,1 to 2
4076,Flip-Flops,130.0,10/3/2022,Credit Card,2 to 3
3990,Sweater,48.0,10/27/2022,Credit Card,No Rating
3979,Gloves,,2/24/2023,Cash,3 to 4
4038,Vest,19.0,10/7/2022,Cash,4 to 5
4092,Hat,192.0,7/29/2023,Cash,1 to 2
4067,Poncho,117.0,2/4/2023,Credit Card,4 to 5
3993,Sun Hat,73.0,10/8/2022,Cash,No Rating
4023,Loafers,194.0,3/10/2023,Credit Card,4 to 5
3986,Jacket,29.0,3/14/2023,Cash,1 to 2
4037,Tank Top,40.0,3/10/2023,Credit Card,4 to 5
3968,Overalls,23.0,12/1/2022,Cash,1 to 2
3989,Onesie,,7/5/2023,Credit Card,1 to 2
4084,Leggings,21.0,2/20/2023,Cash,4 to 5
4028,Backpack,27.0,10/11/2022,Credit Card,1 to 2
4049,Backpack,82.0,2/6/2023,Credit Card,4 to 5
4067,Vest,89.0,8/7/2023,Cash,3 to 4
4029,Pajamas,151.0,10/1/2023,Cash,3 to 4
4024,Coat,104.0,7/8/2023,Credit Card,3 to 4
4113,Sweater,154.0,12/17/2022,Cash,4 to 5
4024,Swimsuit,199.0,1/1/2023,Cash,3 to 4
4089,Backpack,128.0,11/12/2022,Credit Card,3 to 4
4037,Belt,136.0,7/5/2023,Cash,4 to 5
4068,Socks,60.0,10/14/2022,Credit Card,1 to 2
3999,Sneakers,149.0,9/15/2023,Credit Card,No Rating
4037,Skirt,72.0,1/17/2023,Credit Card,No Rating
4082,Skirt,,7/30/2023,Credit Card,1 to 2
3995,Jacket,16.0,4/15/2023,Credit Card,2 to 3
4099,Swimsuit,98.0,4/21/2023,Credit Card,2 to 3
4119,Loafers,187.0,12/23/2022,Credit Card,4 to 5
4069,Jumpsuit,95.0,10/22/2022,Cash,3 to 4
3970,Trousers,,2/1/2023,Credit Card,2 to 3
4005,Jeans,198.0,6/22/2023,Credit Card,2 to 3
3995,Boots,36.0,4/10/2023,Credit Card,4 to 5
3970,Cardigan,70.0,7/7/2023,Credit Card,3 to 4
4015,Coat,25.0,7/12/2023,Credit Card,3 to 4
4003,Polo Shirt,46.0,4/24/2023,Credit Card,3 to 4
3966,Skirt,33.0,9/17/2023,Credit Card,1 to 2
4077,Jacket,,2/21/2023,Credit Card,2 to 3
4023,Scarf,143.0,8/19/2023,Credit Card,3 to 4
3998,Loafers,105.0,9/22/2023,Cash,2 to 3
4076,T-shirt,31.0,10/12/2022,Cash,2 to 3
4068,Tunic,139.0,9/4/2023,Credit Card,2 to 3
3986,Blazer,,5/17/2023,Cash,4 to 5
4083,Socks,29.0,7/2/2023,Credit Card,2 to 3
3967,Sun Hat,25.0,7/5/2023,Cash,4 to 5
4070,Socks,43.0,10/8/2022,Cash,2 to 3
4048,Handbag,76.0,12/18/2022,Cash,2 to 3
4100,Dress,110.0,4/20/2023,Cash,4 to 5
4081,Boots,198.0,3/15/2023,Cash,1 to 2
4074,Sneakers,125.0,12/21/2022,Credit Card,2 to 3
4083,Hoodie,29.0,8/9/2023,Credit Card,2 to 3
3985,Sunglasses,44.0,9/24/2023,Credit Card,2 to 3
3994,Sunglasses,159.0,3/24/2023,Cash,3 to 4
3988,Dress,,11/17/2022,Cash,3 to 4
4046,Sunglasses,,4/15/2023,Credit Card,3 to 4
3980,Onesie,90.0,2/23/2023,Cash,4 to 5
4009,Dress,147.0,9/21/2023,Cash,1 to 2
4029,Sweater,63.0,5/13/2023,Cash,2 to 3
4003,Leggings,128.0,9/30/2023,Credit Card,2 to 3
4000,Hoodie,40.0,8/5/2023,Credit Card,3 to 4
4087,Blazer,,1/15/2023,Credit Card,1 to 2
4026,T-shirt,87.0,1/14/2023,Cash,1 to 2
4101,Raincoat,188.0,1/31/2023,Credit Card,4 to 5
4106,Tunic,65.0,3/26/2023,Cash,0 to 1
4011,Cardigan,93.0,5/3/2023,Cash,4 to 5
4106,Vest,,12/8/2022,Cash,2 to 3
3958,Trench Coat,101.0,1/12/2023,Credit Card,3 to 4
4091,Socks,22.0,10/30/2022,Cash,3 to 4
4103,Leggings,76.0,1/7/2023,Cash,1 to 2
4003,Tunic,54.0,8/7/2023,Cash,4 to 5
4063,Vest,,5/29/2023,Cash,2 to 3
3976,Camisole,125.0,3/4/2023,Cash,1 to 2
4020,Raincoat,150.0,2/13/2023,Cash,2 to 3
4084,Blouse,128.0,10/12/2022,Cash,1 to 2
3981,Tank Top,,6/16/2023,Credit Card,2 to 3
4041,Umbrella,41.0,6/18/2023,Cash,2 to 3
3963,Skirt,,10/29/2022,Credit Card,4 to 5
4029,Trousers,66.0,5/11/2023,Credit Card,1 to 2
3988,Tie,,6/8/2023,Cash,3 to 4
4057,Poncho,105.0,10/23/2022,Credit Card,No Rating
4052,Trench Coat,175.0,6/17/2023,Credit Card,3 to 4
4108,Skirt,,8/7/2023,Credit Card,2 to 3
3984,Trench Coat,29.0,7/14/2023,Cash,3 to 4
4039,Jumpsuit,,6/6/2023,Credit Card,2 to 3
3996,Pants,,10/23/2022,Credit Card,4 to 5
3964,Jeans,123.0,8/3/2023,Credit Card,3 to 4
3977,Slippers,33.0,12/27/2022,Credit Card,1 to 2
4074,Pajamas,94.0,10/23/2022,Credit Card,4 to 5
4079,Onesie,,9/14/2023,Credit Card,3 to 4
4073,Slippers,22.0,12/1/2022,Cash,1 to 2
4117,Dress,,8/4/2023,Credit Card,4 to 5
4025,Cardigan,195.0,9/25/2023,Credit Card,2 to 3
4109,Coat,17.0,8/12/2023,Cash,No Rating
3958,Pants,119.0,11/18/2022,Credit Card,1 to 2
4041,Umbrella,,7/5/2023,Cash,1 to 2
3968,Overalls,57.0,9/21/2023,Credit Card,1 to 2
4116,Hoodie,124.0,8/20/2023,Credit Card,1 to 2
